1.3454 8946
1.49 9924
2.523 16938
3.2584 21982
3.9418 26731
4.6172 31289
5.4836 37277
5.924 40222
6.4742 44046
6.776 46188
7.2862 49181
7.6874 51876
9.3704 63382
13.015 88154
13.7398 92442
16.7898 113145
19.4494 131451
20.7576 141547
26.2622 179368
28.8202 196682
33.3224 228917
37.1426 255751
43.1368 298114
48.3632 331399
59.4208 408861
61.9744 427556
77.0662 530910
85.5396 594187
94.4012 651678
108.8398 713555
126.4122 820411
138.1184 909406
146.5048 1011142
181.8956 1271134

